_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,divisão,discount,ccu,,,
1367530,1367530,Rekt: Crash Test,Little Chicken Game Company,No Gravity Games,,431,77,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,2,,,
1367690,1367690,Tony Stewart's All-American Racing,"Monster Games, Inc.","Monster Games, Inc.",,109,24,0,"0 .. 20,000",0,0,0,0,2999,2999,"29,99",0,9,,,
1369670,1369670,Motor Town: Behind The Wheel,P3 Games,P3 Games,,1502,78,0,"50,000 .. 100,000",317,19,437,19,1499,1499,"14,99",0,136,,,
1370390,1370390,Offroad Horizons: Arcade Rock Crawling,"Grenoble Interactive, LLC","Grenoble Interactive, LLC",,17,6,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1370430,1370430,Police Chase,Cow Corp.,Cow Corp.,,3,7,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1370850,1370850,Elasto Mania II,"Elasto Mania Team, Balazs Rozsa",Elasto Mania Team,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1371090,1371090,Illegal Race Tuning,Tuning Mania,Tuning Mania,,9,8,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1372260,1372260,Watch Your Helmet,Johann Stoltz,Johann Stoltz,,0,1,0,"50,000 .. 100,000",0,0,0,0,99,99,"0,99",0,0,,,
1372730,1372730,Phaseshift,Bubblehead Studios,Bubblehead Studios,,16,0,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,1,,,
1374010,1374010,Grand Prix Racing On Line,Pix Arts,Pix Arts,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1374400,1374400,Where Is My Parking Spot,Not-So Classic Games,Not-So Classic Games,,11,1,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1374700,1374700,BIG-Bobby-Car – The Big Race,Independent Arts Software GmbH,Wild River Games GmbH,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1374940,1374940,Bulldozer,NanningsGames,NanningsGames,,16,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1375280,1375280,CosmoDrive:Infinity,Diamond Cats Studio,Diamond Cats Studio,,4,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1375430,1375430,MotoRun,Luci Entertainment,Luci Entertainment,,1,7,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1375650,1375650,Crystal Chasers League,Flipstar,Flipstar,,19,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1376360,1376360,AVANTI - The Joy of Driving,Brandtner,Brandtner,,7,2,0,"0 .. 20,000",0,0,0,0,89,99,"0,99",10,0,,,
1376590,1376590,Sphere Game,D.P.L.D.S,D.P.L.D.S,,11,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1377920,1377920,Big Mutha Truckers 2,Strategy First,Strategy First,,43,10,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1377980,1377980,RX Racing 2020 Pro,CaRacing Studio,CaRacing Studio,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1378330,1378330,Speedgunner Ultra,ELIXOR,ELIXOR,,18,0,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
1380060,1380060,Urban Trial Tricky Deluxe Edition,Tate Multimedia,Tate Multimedia,,15,9,0,"0 .. 20,000",0,0,0,0,1199,1999,"19,99",40,0,,,
1380510,1380510,Shark Attack,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,1,4,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1380520,1380520,Racing Outlaws,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,16,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,3,,,
1381440,1381440,80's OVERDRIVE,Insane Code,Insane Code,,258,79,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,2,,,
1383120,1383120,LouveSystems' TrackMasters,"LouveSystems, Rackover",LouveSystems,,3,0,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
1383440,1383440,INSIDE LIGHT,LOSEDEAD,LOSEDEAD,,9,7,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1383650,1383650,Drone VR,damian3k,damian3k,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1383730,1383730,Absolutely Goode Championship,Antonio José Corrêa,AnJo888,,3,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1383770,1383770,Interstate Drifter 1999,Ultimo Games,Ultimo Games,,232,12,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,1,,,
1383960,1383960,Nickelodeon Kart Racers 2: Grand Prix,Bamtang Games,GameMill Entertainment,,359,92,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,6,,,
1385830,1385830,MagicalGirl Mimi,Nacks Soft,Nacks Soft,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
1386310,1386310,Airplane Racer 2021,Özgün BURSALIOĞLU,Özgün BURSALIOĞLU,,3,1,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,1,,,
1386560,1386560,Fancy Skiing Ⅲ Pro,哈视奇科技,Hash Technology,,0,3,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
1389040,1389040,Drift Racer,Carruto Games,Carruto Games,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
1389610,1389610,Hell Road VR,Travolab Replay,Travolab Replay,,55,9,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
1389780,1389780,Running Challenge,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,4,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1391550,1391550,Amusemos,David Donarumo,David Donarumo,,0,1,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1391610,1391610,Drifters Don't Brake,Arthur R Teles,Arthur R Teles,,7,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1392600,1392600,Kazakh Drive,Mehsoft,Mehsoft,,158,35,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1393490,1393490,CheeseCube,CheesyGames,CheesyGames,,22,0,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1393930,1393930,Speedway Challenge 20,Artur Berkowski Berobasket,Artur Berkowski Berobasket,,31,4,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
1395600,1395600,Party Parkade,Perigon Games,Perigon Games,,2,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1396890,1396890,Boss of this gym,IndieGameMamaDev,IndieGameMama,,544,29,0,"20,000 .. 50,000",0,0,0,0,99,99,"0,99",0,0,,,
1397650,1397650,Jetborne Racing,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",,359,32,0,"20,000 .. 50,000",0,0,0,0,999,999,"9,99",0,1,,,
1398990,1398990,ANCIENT SOULS: Starship Renata,OE WORKS,OE WORKS,,1,2,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1401880,1401880,Midnight Bike,Vroom Vroom,Beep Beep,,21,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1402000,1402000,Trapped Guys,INFINITY BRIDGE,INFINITY BRIDGE,,23,6,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1403680,1403680,Bob Mazzolini Racing,Area88 Games,DWGScripts,,0,3,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1407300,1407300,Hirilun,Gone Mad Studios,Meridian4,,9,1,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1408490,1408490,Historical Games: Chariot Racing,Flyover Zone,Flyover Zone,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1408780,1408780,Mad Taxi,So Big Company,So Big Company,,3,2,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1410200,1410200,Uranus,notagamestudio,notagamestudio,,20,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1414550,1414550,Tunnel Blast,Matthew Kappel,Matthew Kappel,,3,0,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
1414680,1414680,Geometry Rocket,Holystep Games,Holystep Games,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1415140,1415140,Kandidatos Kart,Shaikonina Games,Shaikonina Games,,452,52,0,"0 .. 20,000",0,0,0,0,54,99,"0,99",45,0,,,
1415320,1415320,PalmRide,Pizza Fest,Pizza Fest,,84,9,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,1,,,
1416690,1416690,4X4 Masters,Mirador Studio,Mirador Studio,,6,0,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1417000,1417000,Golf Party,VoidFiller Studios,VoidFiller Studios,,18,4,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1417840,1417840,跳跃练习生/Jump Man,GG.Game,GG.Game,,4,0,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1420100,1420100,Skate Forever,So Big Company,So Big Company,,0,5,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1420850,1420850,CyberTaxi,Projects from Basement,Ultimate Games S.A.,,90,32,0,"20,000 .. 50,000",0,0,0,0,999,999,"9,99",0,1,,,
1421970,1421970,Time Loader: First Memories,Flazm,META Publishing,,83,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,,
1422260,1422260,The Last Element: Looking For Tomorrow,The Last Developer,The Last Developer,,92,36,0,"20,000 .. 50,000",0,0,0,0,499,499,"4,99",0,0,,,
1422280,1422280,Torqued Up Legends,Project 172,Project 172,,20,12,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1422910,1422910,Agent Klutz,notagamestudio,notagamestudio,,22,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,,
1423010,1423010,Zephyr,New World Computing,Ziggurat,,1,0,0,"50,000 .. 100,000",0,0,0,0,699,699,"6,99",0,0,,,
1424350,1424350,Bunny Hill,Brendan Roarty,DogmaQuest,,47,5,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,1,,,
1424910,1424910,KEO,Redcatpig Studio,Digital Matters Publishing,,222,213,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,2,,,
1425170,1425170,Car Jump,Giulio Scorpiniti,Giulio Scorpiniti,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1427760,1427760,RoboSquare,Fizzostia,Fizzostia,,112,32,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1,,,
1428140,1428140,Riding Seas,CatOnTree Studio,CatOnTree Studio,,25,0,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,4,,,
1431100,1431100,RollerBaller,"Redkar Limited, Unknown Studios",Redkar Limited,,26,4,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1431340,1431340,SOL Cycling,Redline Studios,Redline Studios,,2,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1432320,1432320,Liftoff: Micro Drones,LuGus Studios,LuGus Studios,,91,17,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,11,,,
1433010,1433010,Tennis Manager 2021,Rebound CG,Rebound CG,,158,45,0,"0 .. 20,000",229,0,339,0,1999,1999,"19,99",0,36,,,
1433570,1433570,Car Detailing Simulator,"Games Incubator, GameFormatic S.A.","Games Incubator, PlayWay S.A.",,299,83,0,"0 .. 20,000",597,0,597,0,1599,1599,"15,99",0,29,,,
1433890,1433890,Lawnmower Game: Racing,"Tero Lunkka, Valkeala Software",Tero Lunkka,,73,18,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,1,,,
1433950,1433950,Duck Life: Retro Pack,Wix Games,MoFunZone Inc.,,101,12,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,2,,,
1434040,1434040,Slide Stars,Triangle Studios,Lion Castle Entertainment,,2,0,0,"0 .. 20,000",0,0,0,0,999,1999,"19,99",50,1,,,
1434320,1434320,Fast & Furious: Spy Racers Rise of SH1FT3R,3DClouds,Outright Games Ltd.,,9,9,0,"0 .. 20,000",0,0,0,0,3999,3999,"39,99",0,1,,,
1434330,1434330,Blaze and the Monster Machines: Axle City Racers,3DClouds,Outright Games Ltd.,,6,2,0,"0 .. 20,000",0,0,0,0,3999,3999,"39,99",0,0,,,
1434510,1434510,Park The Car,indiegames3000,indiegames3000,,1,3,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1435090,1435090,Bloody Rally Show: Prologue,Kodo Linija,Kodo Linija,,57,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1439300,1439300,NASCAR 21: Ignition,Motorsport Games,Motorsport Games,,119,423,0,"0 .. 20,000",0,0,0,0,4499,4499,"44,99",0,13,,,
1439710,1439710,Theo's World,A3D Studio (Solo Developer),A3D Studio (Solo Developer),,5,2,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1440670,1440670,Zeepkist,Steelpan Interactive,Steelpan Interactive,,384,12,0,"20,000 .. 50,000",630,0,630,0,1199,1199,"11,99",0,65,,,
1441500,1441500,Traceur's Dreamlab VR,Icegrim Softworks,Icegrim Softworks,,6,1,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
1443330,1443330,Speedy Golf,Off The Deck Games,Off The Deck Games,,18,1,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
1445630,1445630,Retrowave Drift,ChangeMe,ChangeMe,,23,12,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1447000,1447000,MotoGP21,Milestone S.r.l.,Milestone S.r.l.,,1246,291,0,"50,000 .. 100,000",1036,0,1052,0,3999,3999,"39,99",0,69,,,
1448140,1448140,Beat Bolt City,Beach Day Studios, Beach Day Studios,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
1448400,1448400,蓝实战队,悦艺工作室,悦艺工作室,,2,5,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
1448840,1448840,Very Very Valet,Toyful LLC,Toyful LLC,,10,0,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,2,,,
1449060,1449060,RUNDOM,mrcq,mrcq,,2,2,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1449400,1449400,The Games: Winter Edition,"Epyx, Inc.",Pixel Games UK,,3,1,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1449500,1449500,Bassmaster Fishing 2022,Dovetail Games,Dovetail Games,,91,50,0,"20,000 .. 50,000",0,0,0,0,2499,2499,"24,99",0,22,,,
1450190,1450190,SUPER WHIPLASH,kevinmakesstuff,kevinmakesstuff,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
1450790,1450790,Crazy Wheels,Kymera Games,Kymera Games,,3,1,0,"0 .. 20,000",0,0,0,0,1049,1499,"14,99",30,0,,,
1451200,1451200,召唤与合体,Philosophy♂,BVRgames,,26,46,0,"0 .. 20,000",0,0,0,0,1099,1099,"10,99",0,0,,,
1451410,1451410,Watch Your Ride - Bicycle Game,Tiny Magicians,Tiny Magicians,,32,6,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
1451870,1451870,Sunset Drive 1986,Mehmet Uluç Şahin,Mehmet Uluç Şahin,,111,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1,,,
1451950,1451950,Street Outlaws 2: Winner Takes All,Team6 Game Studios,GameMill Entertainment,,16,6,0,"0 .. 20,000",0,0,0,0,4999,4999,"49,99",0,0,,,
1452080,1452080,Simply Parkour,,Harry Gill,,4,5,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1453850,1453850,Pro Cycling Manager 2021,Cyanide Studio,Nacon,,414,123,0,"20,000 .. 50,000",571,0,1070,0,1599,3999,"39,99",60,600,,,
1454050,1454050,Tour de France 2021,Cyanide Studio,Nacon,,64,19,0,"0 .. 20,000",0,0,0,0,1599,3999,"39,99",60,25,,,
1454340,1454340,Auto Island,Boing,MGTD GAMES,,0,2,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1455410,1455410,Sparks - Episode One,Trapezium Development Studio,Trapezium Development Studio,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1455490,1455490,Deadzone: Exodus,"Alexander Žolnai, HQK Group",Alexander Žolnai,,5,0,0,"0 .. 20,000",0,0,0,0,2499,2499,"24,99",0,0,,,
1455540,1455540,Smash Track Drifters,Diego Herrera,Diego Herrera,,2,3,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,0,,,
1456200,1456200,Initial Drift Online,RewindApp,RewindApp,,1120,331,0,"20,000 .. 50,000",410,7,432,7,49,499,"4,99",90,74,,,
1457330,1457330,Routine Racers,Eutiquiano,Eutiquiano,,15,0,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1457570,1457570,Taxi Chaos,Team6 Game Studios,Lion Castle Entertainment,,18,22,0,"0 .. 20,000",0,0,0,0,1249,2499,"24,99",50,0,,,
1457580,1457580,Speed 3: Grand Prix,BadBoys Game Studios,Lion Castle Entertainment,,5,11,0,"0 .. 20,000",0,0,0,0,999,1999,"19,99",50,0,,,
1457820,1457820,Cybergeist,IndigoWare,IndigoWare,,0,1,0,"0 .. 20,000",0,0,0,0,54,99,"0,99",45,0,,,
1458000,1458000,Air Bounce - The Jump 'n' Run Challenge,EpiXR Games UG,EpiXR Games UG,,56,7,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1458540,1458540,Velocity Legends - Action Racing Game,UY Studios,UY Studios,,5,1,0,"0 .. 20,000",0,0,0,0,99,199,"1,99",50,0,,,
1459760,1459760,Mickey Storm and the Cursed Mask,Triangle Studios,Lion Castle Entertainment,,2,0,0,"0 .. 20,000",0,0,0,0,1874,2499,"24,99",25,0,,,
1460000,1460000,Racing Djani 2,Pagie Portal,Pagie Portal,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1461200,1461200,Duck Life,Wix Games,MoFunZone Inc,,116,10,0,"0 .. 20,000",56,0,56,0,199,199,"1,99",0,5,,,
1461420,1461420,Subway Train Simulator 2D,Daniel Viktorin,Daniel Viktorin,,10,1,0,"20,000 .. 50,000",0,0,0,0,499,499,"4,99",0,0,,,
1462340,1462340,The Never Ending Game,Logan Ross,Logan Ross,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1462760,1462760,Neon Wings: Air Race,"Fubenalvo, SXtheOne",Fubenalvo,,9,0,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
1462810,1462810,WRC 10 FIA World Rally Championship,KT Racing,Nacon,,1002,432,0,"50,000 .. 100,000",47,0,47,0,2499,4999,"49,99",50,111,,,
1464290,1464290,Splash Cars,Paper Bunker s.r.o.,Paper Bunker s.r.o.,,12,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,1,,,
1464320,1464320,Callparin 2,Marco Games,Hoi 4 Deu,,7,9,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
1464850,1464850,CloseCall,Reactive Entertainment,Reactive Entertainment,,8,0,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
1465360,1465360,SnowRunner,Saber Interactive,Focus Entertainment,,10906,1561,0,"200,000 .. 500,000",5182,463,4054,435,2999,2999,"29,99",0,3100,,,
1466010,1466010,FPV Speed Drone,AR-BRIDGE,AR-BRIDGE,,9,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1,,,
1466830,1466830,Drift Long Racing,ChangeMe,ChangeMe,,17,13,0,"0 .. 20,000",0,0,0,0,59,99,"0,99",40,1,,,
1466840,1466840,Hyperblade,Kavasoft,Kavasoft,,4,1,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,0,,,
1469690,1469690,Drift King,Giorgi Abelashvili,Giorgi Abelashvili,,118,13,0,"0 .. 20,000",236,0,236,0,999,999,"9,99",0,0,,,
1469890,1469890,NeoCube,Snaju Development,Snaju Development,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1470820,1470820,Mad Bus,ImperiumGame,ImperiumGame,,14,5,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1471680,1471680,Cyclemania,"Compro Games, Accolade",Ziggurat,,4,0,0,"100,000 .. 200,000",0,0,0,0,499,499,"4,99",0,0,,,
1473000,1473000,Lumber Party,Mr. Moo,Mr. Moo Games,,15,1,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,,
1477630,1477630,Swing Dunk,BucketPlay.inc,BucketPlay.inc,,271,93,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,16,,,
1478340,1478340,Turbo Sliders Unlimited,Antti Mannisto,Antti Mannisto,,48,5,0,"200,000 .. 500,000",0,0,0,0,1499,1499,"14,99",0,0,,,
1479460,1479460,Naginata,Nacks Soft,Nacks Soft,,25,5,0,"20,000 .. 50,000",0,0,0,0,799,799,"7,99",0,0,,,
1481600,1481600,Fake Racing,Roman Shuvalov,Roman Shuvalov,,8,0,0,"0 .. 20,000",0,0,0,0,999,999,"9,99",0,1,,,
1481810,1481810,Ostrich Runner,Geleos,First Games Interactive,,24,4,0,"0 .. 20,000",0,0,0,0,314,699,"6,99",55,0,,,
1482670,1482670,Oscillate,Nadan Studio,Nadan Studio,,4,4,0,"0 .. 20,000",0,0,0,0,1099,1099,"10,99",0,0,,,
1482700,1482700,Speed Stars,Luke Doukakis,Luke Doukakis,,13,0,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,3,,,
1482870,1482870,Midnight Legends,Mihanikus Games,Mihanikus Games,,30,1,0,"0 .. 20,000",0,0,0,0,1299,1299,"12,99",0,0,,,
1483060,1483060,Cube Paradox,"ZeroABr, Wasune",Pena,,15,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1483340,1483340,极限挑战（Challenge Of Limits）,HuangJiSen,HuangJiSen,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1483580,1483580,Death Ski,Fortcullis Games,Fortcullis Games,,5,0,0,"0 .. 20,000",0,0,0,0,79,399,"3,99",80,0,,,
1485760,1485760,RunningMarty,ImperiumGame,ImperiumGame,,2,2,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1486890,1486890,Slide Mini,Oneiric Worlds,Oneiric Worlds,,12,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1486970,1486970,PetDrivr,Ludact,Ludact,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1487030,1487030,Cygnus Pizza Race,Longplay Games,Indie Imprint,,17,0,0,"0 .. 20,000",0,0,0,0,399,399,"3,99",0,0,,,
1487730,1487730,Carperation,Vastudio,Vastudio,,4,0,0,"0 .. 20,000",0,0,0,0,1499,1499,"14,99",0,0,,,
1488380,1488380,Superstar Racing,Gunther-Gerben Boxhammer,Gunther-Gerben Boxhammer,,85,60,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,5,,,
1488620,1488620,Blind Shot,Forestlight Games,Forestlight Games,,9,1,0,"20,000 .. 50,000",0,0,0,0,199,199,"1,99",0,0,,,
1489120,1489120,sunny-place,tjern,tjern,,51,2,0,"0 .. 20,000",0,0,0,0,699,699,"6,99",0,0,,,
1490130,1490130,CrashMetal - Cyberpunk,JDM4iK Games,SA Industry,,183,104,0,"20,000 .. 50,000",0,0,0,0,74,499,"4,99",85,30,,,
1490860,1490860,Til Nord,Moose Attack Studios,Breda University of Applied Sciences,,362,70,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,2,,,
1491090,1491090,Downslope,Mind's Eye Games,Mind's Eye Games,,15,2,0,"0 .. 20,000",0,0,0,0,499,499,"4,99",0,0,,,
1491120,1491120,Galaxy's Extreme,"Bianca Mello, Luciano Mello",Golden Games,,5,2,0,"50,000 .. 100,000",0,0,0,0,999,999,"9,99",0,0,,,
1491340,1491340,Marble World,Vector Interactive,Vector Interactive,,455,41,0,"20,000 .. 50,000",0,0,0,0,1199,1199,"11,99",0,34,,,
1492230,1492230,Zaacar,Axoora,Axoora,,6,5,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
1492570,1492570,Race To Sanity,Sinned Games,Sinned Games,,14,5,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1493410,1493410,Mini Car Money Chase,xproject,KazakovStudios,,22,3,0,"0 .. 20,000",0,0,0,0,49,99,"0,99",51,0,,,
1494120,1494120,인하로 77번길 : Muscle Dog Simulation,Happy Daram (Happy Chipmunk),Happy Daram (Happy Chipmunk),,0,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1494910,1494910,pemsa,Rexcellent Games,Rexcellent Games,,67,8,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,2,,,
1495250,1495250,LineVox,Piece Of Voxel,Piece Of Voxel,,11,9,0,"200,000 .. 500,000",0,0,0,0,99,999,"9,99",90,0,,,
1495260,1495260,Fly The Cloud,J.S.Void,J.S.Void,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1495380,1495380,Tricky Machines,Peter Soltesz,Gravitysensation,,25,3,0,"0 .. 20,000",0,0,0,0,599,599,"5,99",0,1,,,
1496210,1496210,Centrifugal,Merxon22,Merxon22,,4,0,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1497530,1497530,StarPicker,Emedion Games,Emedion Games,,2,0,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,0,,,
1501340,1501340,Sprint Racer,Tudou Games,Tudou Games,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,"0,99",0,0,,,
1502550,1502550,Winter Sleigh,Kārlis Luksis,Kārlis Luksis,,1,0,0,"0 .. 20,000",0,0,0,0,1199,1199,"11,99",0,0,,,
1502710,1502710,Agent Intercept,PikPok,PikPok,,34,5,0,"0 .. 20,000",0,0,0,0,1999,1999,"19,99",0,1,,,
1503530,1503530,Minit Fun Racer,"JW, Kitty, Jukio, Dom",Devolver Digital,,185,6,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1504030,1504030,Hover Ship,INFINITE BRIDGE,INFINITE BRIDGE,,5,5,0,"20,000 .. 50,000",0,0,0,0,99,99,"0,99",0,0,,,
1504140,1504140,Ninja Ming,杰克有茶,杰克有茶,,27,1,0,"0 .. 20,000",0,0,0,0,299,299,"2,99",0,0,,,
1504550,1504550,循环世界,绿野,电钮组,,8,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,,
1504660,1504660,Arc Wizards 3,Nacks Soft,Nacks Soft,,11,5,0,"0 .. 20,000",0,0,0,0,799,799,"7,99",0,0,,,
1506430,1506430,Asteroids Belt: Try to Survive!,INFINITE BRIDGE,INFINITE BRIDGE,,10,4,0,"20,000 .. 50,000",0,0,0,0,99,99,"0,99",0,0,,,
1508200,1508200,Cyber Rider,Meng Games,Meng Games,,33,8,0,"0 .. 20,000",0,0,0,0,199,199,"1,99",0,0,,,
