_key,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu,,
1086180,1086180,Vestige of the Past,Havidity Games,Havidity Games,,4,1,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1086680,1086680,Violet rE:-The Final reExistence-,Hollowings,Hollowings,,112,19,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1087800,1087800,Arranged,Kabuk Games,Kabuk Games,,12,3,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1087810,1087810,Forgetful Dictator,Please Know More,Please Know More,,51,5,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1088420,1088420,Wings Of Bluestar,Shinu Real Arts,Shinu Real Arts,,47,2,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
1089310,1089310,Nordlicht,illius, Sedoc LLC,,96,19,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1089350,1089350,NBA 2K20,Visual Concepts,2K,,30533,30277,0,"5,000,000 .. 10,000,000",7286,283,2230,462,0,0,0,0,1153,,
1089630,1089630,奇迹一刻 Surmount,猫跑工作室,CE-Asia,,1213,82,0,"20,000 .. 50,000",1,0,1,0,1499,"14,99",1499,0,4,,
1090190,1090190,Winds of Change - The Opening Act,Tall Tail Studios,Tall Tail Studios,,64,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1090470,1090470,New England Detective: Breakfast in Boston,Little Black Book Entertainment,Little Black Book Entertainment,,17,10,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1090560,1090560,Boy VS Genius 贫穷少年与校园名人的生死对决,"黒い天使, XNZONE",XNZONE,,69,18,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,1,,
1091400,1091400,Online Simulator,Rosalie Vile,Vile Games LLC,,33,7,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1091640,1091640,Paths Taken,Crystal Game Works,Crystal Game Works,,74,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1091720,1091720,叙事曲：难忘的回忆 / Ballade: with Memories,286studio,286studio,,40,2,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1092400,1092400,月球坠落时 Moon Fall,"Xihe Animation, JasminsSummer Project",Horo Games,,594,60,0,"20,000 .. 50,000",201,0,201,0,1499,"14,99",1499,0,4,,
1092800,1092800,Summit of the Wolf,Storycentric Worlds,Unimatrix Productions,,18,0,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1093830,1093830,Asterism,Crystal Game Works,Crystal Game Works,,1,1,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1093910,1093910,Tales of the Black Forest,拾英工作室,SakuraGame,,6798,118,0,"100,000 .. 200,000",247,0,315,0,119,"3,99",399,70,93,,
1094250,1094250,It Stares Back,Light Arc Studio Ltd,Light Arc Studio Ltd,,83,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1094320,1094320,莫比乌斯之环-不属于任何人的交响悲歌-MOBIUS & ELEGY BELONGS TO NOBODY,"雾屿镜式制作组, 睡神飞工作室-SleeeeepFly",咕咕工作室,,211,79,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,0,,
1094420,1094420,Rainy Season,Inasa Fujio,Inasa Fujio,,379,22,0,"0 .. 20,000",6,6,6,6,399,"3,99",399,0,0,,
1094530,1094530,ALIA’s CARNIVAL！,NanaWind,HIKARI FIELD,,427,16,0,"0 .. 20,000",0,0,0,0,1199,"29,99",2999,60,4,,
1094820,1094820,Adabana Odd Tales,Liar-soft,ANIPLEX.EXE,,550,12,0,"0 .. 20,000",0,0,0,0,1799,"17,99",1799,0,3,,
1094930,1094930,Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,code:jp,Sekai Project,,44,6,0,"0 .. 20,000",0,0,0,0,1599,"15,99",1599,0,1,,
1095090,1095090,The Remission of Sins,KaminGames,"Tsukiakari Studios, KaminGames",,6,3,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,0,,
1095790,1095790,恋爱总动员/Love Date,"F191, 中闻影视","F191, 中闻影视",,86,14,0,"0 .. 20,000",0,0,0,0,99,"1,99",199,50,0,,
1096240,1096240,7 Lives,jota-gil,Tbardo Games,,22,9,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1096330,1096330,兽耳攻略 - TFK Faculty,多拉拉游戏工作室,"JingtuStudio, 多拉拉游戏工作室",,53,5,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1096360,1096360,Fate of WINDSHIFT,REAL Co.Ltd,Real Co.Ltd,,23,2,0,"100,000 .. 200,000",0,0,0,0,1099,"10,99",1099,0,0,,
1096410,1096410,Vampire: The Masquerade - Coteries of New York,Draw Distance,Draw Distance,,1524,566,0,"50,000 .. 100,000",339,0,444,0,399,"19,99",1999,80,25,,
1096720,1096720,CATGIRL LOVER,CUTE ANIME GIRLS,Tranquility games,,679,201,0,"50,000 .. 100,000",112,0,169,0,199,"1,99",199,0,1,,
1097110,1097110,Willy Morgan and the Curse of Bone Town,imaginarylab,"Leonardo Interactive, WhisperGames",,267,29,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1097580,1097580,CUSTOM ORDER MAID 3D2 It's a Night Magic,KISS,S-court,,1068,185,0,"50,000 .. 100,000",36,0,36,0,4000,40,4000,0,36,,
1098370,1098370,Akash: Path of the Five,"Truant Pixel, LLC","Truant Pixel, LLC",,94,7,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2,,
1098470,1098470,The Gardener and the Wild Vines,Finite Reflection Studios,Finite Reflection Studios,,42,0,0,"0 .. 20,000",0,0,0,0,669,"9,99",999,33,0,,
1098720,1098720,Court of Ashes,Cratel Studios,Cratel Studios,,25,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1099660,1099660,The Lattice Grimoire,Sat-Yuga Studios,Sat-Yuga Studios,,3,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1100030,1100030,伊勢志摩ミステリー案内 偽りの黒真珠,"Happymeal Inc., ESQUADRA,inc.",Flyhigh Works,,28,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1100270,1100270,The Far Rings: A Space Opera Visual Novella,"TFR Team - Heiden, aMira, Debbie, and more, Heiden, Alicia Mira Kim (AliMira), Debbie Trader (RyeTaran), Mike Morton, Liam, Many other kind helpers!!!",The Far Rings Team,,54,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1100300,1100300,Gamedev Beatdown,QYJO,QYJO,,26,4,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1100430,1100430,Spirit Hunter: NG,"Experience, Ghostlight LTD",Aksys Games,,160,9,0,"0 .. 20,000",0,0,0,0,4999,"49,99",4999,0,7,,
1101310,1101310,Vengeful Heart,"Salmon Snake, Elmo Mustonen, Hanuli",Salmon Snake,,15,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1101670,1101670,ARISEN - Chronicles of Var'Nagal,"Maratus, Homecoming Studio","Maratus, Homecoming Studio",,40,0,0,"0 .. 20,000",0,0,0,0,1279,"15,99",1599,20,1,,
1101930,1101930,Monsters of Little Haven,Nikita Kaf,Missing Calm,,250,28,0,"0 .. 20,000",0,0,0,0,1199,"11,99",1199,0,1,,
1102130,1102130,Florence,Mountains,Annapurna Interactive,,6898,474,0,"200,000 .. 500,000",52,0,67,0,599,"5,99",599,0,10,,
1102410,1102410,LOST:SMILE memories,LIFE0,LIFE0,,24,1,0,"0 .. 20,000",0,0,0,0,4499,"44,99",4499,0,5,,
1103130,1103130,Trials of Guinevere,TD Games,TD Games,,21,2,0,"20,000 .. 50,000",0,0,0,0,899,"8,99",899,0,0,,
1104890,1104890,From Head to Toe,Party for Introverts,Party for Introverts,,69,21,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1105150,1105150,Reverse Me! Rez/Ru,,WEIPUYU,,3,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1105600,1105600,Welcome To... Chichester 2 - Part II : No Regrets For The Future,Triority Interactive Novels,Triority Interactive Novels,,10,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1106940,1106940,How to Raise a Wolf Girl,Sweet & Tea,Sekai Project,,291,17,0,"0 .. 20,000",1078,0,1078,0,1999,"19,99",1999,0,0,,
1106950,1106950,Furries & Scalies: Friendswood,Stegalosaurus Game Development,Stegalosaurus Game Development,,1,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1107060,1107060,Lighthouse of guiding flames,TomoToro,NARRATIVE NINE LTD,,37,7,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1108240,1108240,Code/The Werewolf Party,WAO Studio,WAO Studio,,15,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1108320,1108320,妄想破绽 Broken Delusion,,bilibili,,2500,1443,0,"500,000 .. 1,000,000",819,0,1129,0,699,"6,99",699,0,6,,
1108640,1108640,OMNIMUS,Angry games,Angry games,,43,8,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1109070,1109070,接头 / Contact Point,橙光游戏,橙光游戏,,22,7,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1109460,1109460,There is No GreenDam,格林达姆136工程团,格林达姆136工程团,,1464,52,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,0,,
1109490,1109490,The Cherry Orchard,Team Dogpit,Team Dogpit,,29,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
1109800,1109800,Love on Paper,Mikołaj Spychał,Mikołaj Spychał,,7,2,0,"0 .. 20,000",0,0,0,0,1099,"10,99",1099,0,0,,
1110020,1110020,Image of Perfection,Crystal Game Works,Crystal Game Works,,3,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1110050,1110050,Evan's Remains,maitan69 (Matías Schmied),Whitethorn Games,,907,113,0,"100,000 .. 200,000",144,0,144,0,699,"6,99",699,0,2,,
1110690,1110690,Banter Schooldays!!三〇一室无一人,Lingtan Studio,Lingtan Studio,,635,68,0,"20,000 .. 50,000",384,0,743,0,399,"3,99",399,0,2,,
1110720,1110720,The Last Companion-我与我行将离去的小友。,Lingtan Studio,Lingtan Studio,,162,7,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1111220,1111220,Genius! NAZI-GIRL GoePPels-Chan ep3,WarMachine,WarMachine,,8,0,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,0,,
1111370,1111370,A Summer's End - Hong Kong 1986,Oracle and Bone,Oracle and Bone,,1209,38,0,"20,000 .. 50,000",790,0,790,0,1499,"14,99",1499,0,7,,
1111380,1111380,ROBOTICS,NOTES ELITE,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",,274,19,0,"0 .. 20,000",0,0,0,0,"34,99",3499,3499,0,18,
1111390,1111390,ROBOTICS,NOTES DaSH,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",,96,35,0,"0 .. 20,000",0,0,0,0,"34,99",3499,3499,0,1,
1111450,1111450,Youth Feather,"Youth Feather Center, YFL STUDIO",Youth Feather Center,,607,58,0,"20,000 .. 50,000",1130,0,1138,0,299,"2,99",299,0,0,,
1111460,1111460,小白兔电商~Bunny e-Shop,"落叶岛项目组, 橘子班",NVLMaker,,7773,341,0,"200,000 .. 500,000",331,0,383,0,1099,"10,99",1099,0,56,,
1111620,1111620,Gloomy Eyes,"3DAR, Atlas V",ARTE France,,129,17,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
1112230,1112230,Furries & Scalies: Super Scary Halloween Spooky Times,Stegalosaurus Game Development,Stegalosaurus Game Development,,1,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1112950,1112950,Japocaliptyca/ Япокалиптика,azimut team,azimut team,,0,4,0,"0 .. 20,000",0,0,0,0,99,"0,99",99,0,0,,
1113000,1113000,Persona 4 Golden,ATLUS,SEGA,,54565,1577,0,"1,000,000 .. 2,000,000",2488,766,1300,880,1999,"19,99",1999,0,1798,,
1113680,1113680,Hentai Girl Division,Mature Games,Mature Games,,507,84,0,"20,000 .. 50,000",85,178,133,178,199,"1,99",199,0,1,,
1114070,1114070,My Child Lebensborn,"Sarepta studio, Teknopilot",East2West Games,,997,64,0,"20,000 .. 50,000",247,0,247,0,799,"7,99",799,0,30,,
1114260,1114260,Under What?,Dan Gartman,Dan Gartman,,455,99,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1115780,1115780,The Almost Gone,Happy Volcano,"Playdigious, XD",,581,103,0,"50,000 .. 100,000",117,0,126,0,999,"9,99",999,0,2,,
1116210,1116210,Our world has not decayed,lamb of game,lamb of game,,278,43,0,"20,000 .. 50,000",224,0,224,0,199,"1,99",199,0,1,,
1116490,1116490,Lie In My Heart,Expressive Gamestudio,Cogaming Rising,,47,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1116660,1116660,Neon Tide,Skyride Studios,Skyride Studios,,5,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1117470,1117470,Seven Wonders of St. Clementine,Imagine Fantasia,Vercidium,,1,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1118000,1118000,Revenant March,Strandline Games,Strandline Games,,13,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1118840,1118840,My name is You and it's the only unusual thing in my life,Nikita Kaf,Missing Calm,,584,104,0,"20,000 .. 50,000",44,0,44,0,299,"2,99",299,0,2,,
1118880,1118880,Rituals in the Dark,ebi-hime,ebi-hime,,67,7,0,"0 .. 20,000",0,0,0,0,699,"6,99",699,0,1,,
1119600,1119600,Help Will Come Tomorrow,Arclight Creations,Klabater,,548,126,0,"20,000 .. 50,000",308,0,308,0,1999,"19,99",1999,0,9,,
1119710,1119710,looK INside - Chapter 1,Unexpected,Unexpected,,270,15,0,"20,000 .. 50,000",120,0,120,0,359,"7,99",799,55,2,,
1121250,1121250,ChatAid,,RoomsForRockets,,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1121300,1121300,Mizuchi 白蛇心傳,Aikasa Collective,Aikasa Collective,,69,2,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1121910,1121910,"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",Psyop,KFC,,10454,890,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,0,30,,
1123460,1123460,Fateline(命运线),"Tower Games, 匿蝶网络",Tower Games,,20,4,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1123510,1123510,Самозванец,Настя,Ольга,,11,5,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1124210,1124210,Heroes of Shaola,Smiling Dragon RPG Studios,"Smiling Dragon RPG Studios, Opium Pulses Entertainment",,10,3,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1125420,1125420,Death and Progress,ShenTzu,ShenTzu Games,,15,1,0,"20,000 .. 50,000",0,0,0,0,299,"2,99",299,0,0,,
1125480,1125480,School Years,YEARS,电钮组,,1162,229,0,"50,000 .. 100,000",30,0,5,0,1199,"11,99",1199,0,1,,
1126290,1126290,Lost,DSGame,DSGame,,5871,1351,0,"200,000 .. 500,000",97,0,83,0,199,"1,99",199,0,19,,
1126310,1126310,风信楼,Pingfang Games,Pingfang Games,,2581,171,0,"100,000 .. 200,000",992,0,1023,0,1199,"11,99",1199,0,60,,
1127070,1127070,Familiar Travels - Volume One,"Ben Taylor, Balin Tudor",Halftone Studios,,90,13,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
1127140,1127140,初开在平安夜之花 -The Flower on Christmas Eve-,Luyin Studio,Luyin Studio,,28,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1127210,1127210,Mystery at Stonyford Bridge,Schoolfield Games,Schoolfield Games,,6,0,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1127920,1127920,Loser Reborn,Sounding Stone / 老奉毊,"Sounding Stone / 老奉毊, RMAsia, Light of Creators",,53,8,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1128260,1128260,"The Princess, the Stray Cat, and Matters of the Heart 2",TOKYOTOON,"TOKYOTOON, Fruitbat Factory",,120,4,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1128450,1128450,光與暗之戀曲,Forace,Forace,,41,17,0,"0 .. 20,000",0,0,0,0,489,"9,99",999,51,0,,
1128570,1128570,Weeping Willow - Detective Visual Novel,TechnoCat Games,TechnoCat Games,,51,12,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1129110,1129110,Magistrangers,Ilya Razinkov,Gamerotor,,4,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,0,,
1129190,1129190,Our Life: Beginnings & Always,GB Patch Games,GB Patch Games,,7205,79,0,"200,000 .. 500,000",3883,0,6146,0,0,0,0,0,243,,
1129250,1129250,NEKO-NIN exHeart 3,Whirlpool,Sekai Project,,182,10,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,1,,
1130900,1130900,黎明霞光,动漫风格,动漫风格,,7,3,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1131410,1131410,Sable's Grimoire: Man And Elf,Zetsubou,Zetsubou,,42,0,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,2,,
1131550,1131550,I Walk Among Zombies Vol. 3,Seacoxx,Sekai Project,,166,18,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
1131740,1131740,Snowdome,Lunatic Works,"Lunatic Works, Kikai Digital",,209,15,0,"50,000 .. 100,000",0,0,0,0,699,"6,99",699,0,0,,
1131800,1131800,Pixel Puzzle Makeout League,Rude Ghost,Skymap Games,,48,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
1131870,1131870,Evergreen Blues,"David Su, Dominique Star",MIT Media Lab,,39,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1132110,1132110,Heaven's Grave,Blackcross & Taylor,Blackcross & Taylor,,12,2,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1132290,1132290,Eldritch University,Nightshade,Nightshade,,7,2,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1132720,1132720,I Walk Among Zombies Vol. 0,Seacoxx,Sekai Project,,71,10,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0,,
1133610,1133610,落华居,一心社,一心社,,7,6,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0,,
1134450,1134450,ALLBLACK Phase 1,NSAID,NSAID,,44,20,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1135380,1135380,不可思议佣兵团,折凳工作室,折凳工作室,,6,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1137100,1137100,Twice Reborn: a vampire visual novel,First Step Cinematics,First Step Cinematics,,9,1,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1137620,1137620,Sexy President,Great Idea Games,Great Idea Games,,5,3,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1138080,1138080,斗地主少女/ Landlord Girls,Twilight Sonata Studio,Twilight Sonata Studio,,1492,584,0,"100,000 .. 200,000",449,0,625,0,199,"4,99",499,60,8,,
1138410,1138410,Demons Never Lie,IndieBug,RecordMedia,,388,30,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,1,,
1140140,1140140,Summer Meetings,Mikołaj Spychał,Mikołaj Spychał,,40,4,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1140170,1140170,Arietta of Spirits,Third Spirit Games,"Third Spirit Games, Red Art Games",,217,22,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,3,,
1140270,1140270,Monster Prom 2: Monster Camp,Beautiful Glitch,Beautiful Glitch,,4368,87,0,"200,000 .. 500,000",311,355,335,355,719,"11,99",1199,40,112,,
1140290,1140290,Murder by Numbers,Mediatonic,The Irregular Corporation,,951,157,0,"100,000 .. 200,000",397,0,467,0,1499,"14,99",1499,0,26,,
1140610,1140610,Death Live,橘子班,NVLMaker,,496,63,0,"20,000 .. 50,000",0,0,0,0,99,"0,99",99,0,4,,
1141120,1141120,Scarlet Hood and the Wicked Wood,Devespresso Games,"Headup, WhisperGames",,139,16,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,2,,
1141550,1141550,CUCKOLD SIMULATOR: Life as a Beta Male Cuck,Team SNEED,Team SNEED,,1285,79,0,"50,000 .. 100,000",108,0,168,0,299,"2,99",299,0,7,,
1141600,1141600,Every Day's Different,Snowfall Studio,Snowfall Studio,,25,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1142830,1142830,9-nine-:Episode 3,PALETTE,Sekai Project,,322,26,0,"20,000 .. 50,000",0,0,0,0,1999,"19,99",1999,0,14,,
1144030,1144030,Pesterquest,"What Pumpkin Games, Inc.",Fellow Traveller,,1018,105,0,"100,000 .. 200,000",137,176,176,176,299,"11,99",1199,75,5,,
1144300,1144300,ef - the first tale. (All Ages),minori,MangaGamer,,70,1,0,"0 .. 20,000",0,0,0,0,2999,"29,99",2999,0,0,,
1144370,1144370,Levi Chronicles,Atmosphere Studio,Atmosphere Studio,,14,4,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0,,
1144400,1144400,Senren＊Banka,YUZUSOFT,"HIKARI FIELD, NekoNyan Ltd.",,9557,77,0,"100,000 .. 200,000",1465,211,1860,422,3499,"34,99",3499,0,269,,
1144740,1144740,Artificial Iridescence,"Darius Immanuel D. Guerrero, K.S. Sim","AppSir, Inc.",,27,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1145030,1145030,ef - the latter tale. (All Ages),minori,MangaGamer,,61,2,0,"0 .. 20,000",0,0,0,0,3499,"34,99",3499,0,0,,
1145460,1145460,Memories on the Shoreline,Crystal Game Works,Crystal Game Works,,5,4,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,0,,
1145830,1145830,Clarevoyance,Fring Frang Games,Fring Frang Games,,6,0,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0,,
1146600,1146600,For the People,Brezg Studio,101XP,,427,129,0,"20,000 .. 50,000",135,0,193,0,1699,"16,99",1699,0,3,,
1146630,1146630,Yokai's Secret,Double W,Toffee Cafe,,5733,589,0,"200,000 .. 500,000",198,0,72,0,199,"1,99",199,0,16,,
1146970,1146970,My Vow to My Liege,YETU GAME,方块游戏(CubeGame),,2927,150,0,"100,000 .. 200,000",0,0,0,0,999,"9,99",999,0,27,,
1147390,1147390,Punchline!!,idk?,idk?,,31,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1147510,1147510,Hentai Asmodeus,HEGA Studio,HappyGames,,988,224,0,"50,000 .. 100,000",104,0,144,0,199,"1,99",199,0,3,,
1147760,1147760,The End of an Actress,ebi-hime,ebi-hime,,19,2,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1148400,1148400,Blooming Nightshade,Nightshade,Nightshade,,172,27,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1148710,1148710,Miriel Saga,NG+ Studios,NG+ Studios,,5,1,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0,,
1148730,1148730,Errant Kingdom (Chapters 0-5),Lunaris Games,Lunaris Games,,58,11,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0,,
1148930,1148930,Chuusotsu! 1.5th Graduation: The Moving Castle,Studio Beast,Fruitbat Factory,,17,0,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0,,
1149190,1149190,Errant Heart,Pseudome Studios LLC,Pseudome Studios LLC,,1,1,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1149510,1149510,The Leopard Catgirl in Miaoli,Erotes Studio,Erotes Studio,,166,7,0,"0 .. 20,000",0,0,0,0,499,"4,99",499,0,1,,
1149550,1149550,Utawarerumono: Mask of Deception,AQUAPLUS,"DMM GAMES, Shiravune",,808,57,0,"20,000 .. 50,000",591,0,777,0,3999,"39,99",3999,0,81,,
1149660,1149660,Seek Girl Ⅱ,DSGame,DSGame,,1908,426,0,"100,000 .. 200,000",40,0,21,0,99,"0,99",99,0,5,,
1150080,1150080,Azur Lane Crosswave,"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,,4750,2113,0,"200,000 .. 500,000",620,0,1060,0,3999,"39,99",3999,0,20,,
1150550,1150550,Winter Polaris,stage-nana,Sekai Project,,58,3,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,1,,
1151060,1151060,Before Arriving at the Terminal,人工くらげ,人工くらげ,,57,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1151440,1151440,Utawarerumono: Mask of Truth,AQUAPLUS,"DMM GAMES, Shiravune",,805,28,0,"20,000 .. 50,000",2,0,2,0,3999,"39,99",3999,0,133,,
1151450,1151450,Utawarerumono: Prelude to the Fallen,AQUAPLUS,"DMM GAMES, Shiravune",,572,35,0,"20,000 .. 50,000",1508,1,1508,1,5999,"59,99",5999,0,74,,
1151530,1151530,Synthetic Lover,HeartCoreDev,HeartCoreDev,,39,5,0,"0 .. 20,000",0,0,0,0,1624,"24,99",2499,35,2,,
1151720,1151720,Scp: Resonance,Эмиль Шагапов,HEARTDREAMERS,,71,28,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
1151740,1151740,Prison Princess,qureate,qureate,,217,34,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1,,
1152090,1152090,Elmarion: Dragon time,Fleon Games,Fleon Games,,435,115,0,"100,000 .. 200,000",36,0,36,0,1499,"14,99",1499,0,1,,
1152210,1152210,Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs: Winter's Tale,Stegalosaurus Game Development,Stegalosaurus Game Development,,23,5,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,,
1152550,1152550,Who Is You,RepSolo,RepSolo,,4,3,0,"0 .. 20,000",0,0,0,0,199,"1,99",199,0,0,,
1152580,1152580,Ann Achronist: Many Happy Returns,Maybe Later Games,Maybe Later Games,,14,0,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1153040,1153040,Primate Signal,bankbank,Wainstop James,,12,2,0,"0 .. 20,000",0,0,0,0,500,5,500,0,0,,
1153210,1153210,Bartender Hustle,Departure Interactive,Departure Interactive,,46,12,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,6,,
1153950,1153950,USAGIRI,Mikołaj Spychał,Mikołaj Spychał,,37,5,0,"20,000 .. 50,000",0,0,0,0,999,"9,99",999,0,0,,
1155410,1155410,Trials of Harmony ~ A Found Phone Mystery Visual Novel,SilverTabbyCat - Visual Novel Games,SilverTabbyCat - Visual Novel Games,,12,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0,,
1155420,1155420,Dino Zoo Transport Simulator,A Nostru,My Way Games,,46,16,0,"0 .. 20,000",0,0,0,0,103,"1,99",199,48,0,,
1155470,1155470,Mythic Ocean: Prologue,Paralune LLC,Paralune LLC,,77,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,,
