_key,appid,name,developer,publisher,score_rank,soma,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,divisão,initialprice,discount,ccu
4100,4100,Poker Superstars II,Funkitron,Funkitron,,13,6,7,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
8330,8330,Telltale Texas Hold ‘Em,Telltale,Telltale,,209,110,99,0,"100,000 .. 200,000",187,0,187,0,99,"0,99",99,0,0
22500,22500,Spectromancer,"Apus Software, Three Donkeys LLC",Three Donkeys LLC,,240,205,35,0,"50,000 .. 100,000",8,0,8,0,699,"6,99",699,0,3
31280,31280,Poker Night at the Inventory,Telltale Games,Strategy First,,8826,7855,971,0,"1,000,000 .. 2,000,000",207,1,211,1,0,0,0,0,15
38600,38600,Faerie Solitaire,Subsoap,Subsoap,,2498,2273,225,0,"200,000 .. 500,000",299,0,393,0,1499,"14,99",1499,0,4
39150,39150,FINAL FANTASY VIII,Square Enix,Square Enix,,8057,7145,912,0,"500,000 .. 1,000,000",402,0,206,0,1199,"11,99",1199,0,124
49470,49470,Magic: The Gathering - Duels of the Planeswalkers 2012,Stainless Games Ltd,Wizards of the Coast LLC,,920,805,115,0,"100,000 .. 200,000",917,0,607,0,0,0,0,0,17
70200,70200,Governor of Poker 2,I Sioux Game Productions B.V.,Youdagames,,145,106,39,0,"20,000 .. 50,000",180,0,180,0,799,"7,99",799,0,15
70210,70210,Governor of Poker 2 - Premium Edition,I Sioux Game Productions B.V.,Youdagames,,243,201,42,0,"20,000 .. 50,000",135,0,135,0,799,"7,99",799,0,14
80200,80200,Fate of the World,Red Redemption,Soothsayer Games,,409,321,88,0,"50,000 .. 100,000",39,0,41,0,999,"9,99",999,0,0
90500,90500,Guardians of Graxia,,React Games,,170,67,103,0,"20,000 .. 50,000",60,0,60,0,0,0,0,0,0
97330,97330,Magic: The Gathering - Duels of the Planeswalkers 2013,Stainless Games,Wizards of the Coast LLC,,1251,1093,158,0,"200,000 .. 500,000",1119,0,413,0,0,0,0,0,18
102200,102200,Runespell: Overture,Mystic Box,Mystic Box,,365,272,93,0,"50,000 .. 100,000",215,0,215,0,999,"9,99",999,0,0
108200,108200,Ticket to Ride,Days of Wonder,"Days of Wonder, Asmodee Digital",,4321,3905,416,0,"500,000 .. 1,000,000",261,49,205,49,999,"9,99",999,0,459
213850,213850,Magic 2014 — Duels of the Planeswalkers,Stainless Games,Wizards of the Coast LLC,,4542,3750,792,0,"500,000 .. 1,000,000",1118,0,539,0,0,0,0,0,32
216090,216090,Go Home Dinosaurs!,Fire Hose Games,Fire Hose Games,,465,420,45,0,"20,000 .. 50,000",156,0,156,0,999,"9,99",999,0,5
226960,226960,Ironclad Tactics,Zachtronics,Zachtronics,,602,416,186,0,"50,000 .. 100,000",212,0,212,0,1499,"14,99",1499,0,2
232450,232450,SolForge,Stone Blade Entertainment,Stone Blade Entertainment,,1189,776,413,0,"200,000 .. 500,000",304,0,196,0,0,0,0,0,0
234710,234710,Poker Night 2,Telltale Games,Telltale Games,,6692,5817,875,0,"500,000 .. 1,000,000",266,0,143,0,0,0,0,0,36
235360,235360,Prime World: Defenders,Nival,Nival,,990,753,237,0,"100,000 .. 200,000",177,0,183,0,999,"9,99",999,0,7
241300,241300,Card City Nights 2,Ludosity,Ludosity,,159,136,23,0,"0 .. 20,000",239,0,239,0,799,"7,99",799,0,1
247000,247000,Talisman: Digital Edition,Nomad Games,Nomad Games,,7601,5938,1663,0,"500,000 .. 1,000,000",2791,334,811,334,699,"6,99",699,0,279
255420,255420,Magic 2015 - Duels of the Planeswalkers,Stainless Games,Wizards of the Coast,,4048,1827,2221,0,"200,000 .. 500,000",485,0,458,0,0,0,0,0,11
257730,257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,"Lightmare Studios, Yodo1 Games",,3371,2602,769,0,"500,000 .. 1,000,000",601,0,98,0,0,0,0,0,2
260430,260430,The Four Kings Casino and Slots,Digital Leisure Inc.,Digital Leisure Inc.,,3519,2406,1113,0,"200,000 .. 500,000",136,0,112,0,0,0,0,0,51
262450,262450,Dead Man's Draw,Stardock Entertainment,Stardock Entertainment,,586,493,93,0,"50,000 .. 100,000",237,0,298,0,699,"6,99",699,0,1
264690,264690,Coin Crypt,Greg Lobanov,Greg Lobanov,,583,506,77,0,"50,000 .. 100,000",301,0,446,0,999,"9,99",999,0,1
265000,265000,FORCED SHOWDOWN,BetaDwarf,BetaDwarf,,641,538,103,0,"50,000 .. 100,000",90,0,179,0,1999,"19,99",1999,0,3
266030,266030,DRAKERZ-Confrontation,Peoleo Entertainment,Peoleo Entertainment,,259,134,125,0,"50,000 .. 100,000",89,0,89,0,0,0,0,0,0
266270,266270,Gridiron Solitaire,Bill and Eli Productions,Bill and Eli Productions,,78,61,17,0,"0 .. 20,000",0,0,0,0,799,"7,99",799,0,0
266510,266510,Hand of Fate,Defiant Development,Defiant Development,,10141,9135,1006,0,"500,000 .. 1,000,000",346,0,246,0,1999,"19,99",1999,0,18
270770,270770,Etherlords,Nival,Nival,,200,82,118,0,"100,000 .. 200,000",148,0,148,0,499,"4,99",499,0,0
270790,270790,Etherlords II,Nival,Nival,,388,322,66,0,"200,000 .. 500,000",268,0,268,0,499,"4,99",499,0,5
271820,271820,Card City Nights,Ludosity,Ludosity,,936,831,105,0,"100,000 .. 200,000",107,0,101,0,499,"4,99",499,0,1
279480,279480,Abalone,,Games-Up,,150,92,58,0,"20,000 .. 50,000",249,0,292,0,699,"6,99",699,0,0
282800,282800,100% Orange Juice,Orange_Juice,Fruitbat Factory,,22671,21092,1579,0,"500,000 .. 1,000,000",2529,90,171,90,699,"6,99",699,0,406
286160,286160,Tabletop Simulator,Berserk Games,Berserk Games,,53195,49729,3466,0,"2,000,000 .. 5,000,000",1975,452,542,505,1999,"19,99",1999,0,5745
287960,287960,Yomi,Sirlin Games,Sirlin Games,,136,112,24,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
290340,290340,Armello,League of Geeks,League of Geeks,,14312,11746,2566,0,"1,000,000 .. 2,000,000",1099,0,312,0,1999,"19,99",1999,0,116
291410,291410,Duelyst,Counterplay Games Inc.,BANDAI NAMCO Entertainment America,,4807,3962,845,0,"500,000 .. 1,000,000",473,0,121,0,0,0,0,0,1
293260,293260,Card Hunter,The Knights of Unity,The Knights of Unity,,4796,4123,673,0,"1,000,000 .. 2,000,000",1136,0,101,0,0,0,0,0,128
296590,296590,Draconian Wars,Kardfy Studios,Kardfy Studios,,43,17,26,0,"0 .. 20,000",125,0,125,0,599,"5,99",599,0,0
299910,299910,Forgotten Myths CCG,"Anchora Games, Dream Harvesters",Anchora Games,,77,38,39,0,"20,000 .. 50,000",90,0,178,0,0,0,0,0,0
303800,303800,The Witcher Adventure Game,"CD PROJEKT RED, Can Explode",CD PROJEKT RED,,1249,961,288,0,"100,000 .. 200,000",60,0,66,0,999,"9,99",999,0,5
307010,307010,Northmark: Hour of the Wolf,Rake in Grass,Rake in Grass,,295,249,46,0,"20,000 .. 50,000",239,0,239,0,999,"9,99",999,0,0
311850,311850,Zombie Solitaire,rokaplay,rokaplay,,145,103,42,0,"20,000 .. 50,000",1545,0,1545,0,899,"8,99",899,0,0
316010,316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,,23999,16977,7022,0,"2,000,000 .. 5,000,000",697,0,125,0,0,0,0,0,71
316840,316840,The Sacred Tears TRUE,AlphaNuts,Nyu Media,,75,55,20,0,"20,000 .. 50,000",221,0,221,0,199,"1,99",199,0,0
317820,317820,Guild of Dungeoneering Ultimate Edition,Gambrinous,Gambrinous,,2397,1850,547,0,"200,000 .. 500,000",262,0,233,0,1999,"19,99",1999,0,14
318090,318090,DICETINY: The Lord of the Dice,Fakedice,JnK,,237,163,74,0,"20,000 .. 50,000",180,0,180,0,99,"0,99",99,0,1
319050,319050,Chaos Reborn,Snapshot Games Inc.,Snapshot Games Inc.,,1082,826,256,0,"50,000 .. 100,000",214,0,334,0,999,"9,99",999,0,1
320330,320330,Earthworms,All Those Moments,"Ultimate Games S.A., Art Games Studio S.A.",,159,131,28,0,"50,000 .. 100,000",146,0,268,0,599,"5,99",599,0,0
320430,320430,Ascension: Deckbuilding Game,"Playdek, Inc.","Playdek, Inc.",,1199,1058,141,0,"100,000 .. 200,000",883,33,883,33,1299,"12,99",1299,0,80
322950,322950,Pure Hold'em,VooFoo Studios,Ripstone,,99,51,48,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,1
323900,323900,March of War: FaceOff - M,ISOTX,ISOTX,,432,323,109,0,"100,000 .. 200,000",23,0,27,0,0,0,0,0,0
329020,329020,Battlegrounds of Eldhelm,Essence Ltd.,Essence Ltd.,,206,145,61,0,"50,000 .. 100,000",131,0,131,0,0,0,0,0,0
329110,329110,Gems of War - Puzzle RPG,Infinity Plus 2,505 Games,,8483,6814,1669,0,"1,000,000 .. 2,000,000",10391,0,314,0,0,0,0,0,2074
330000,330000,Kingdoms CCG,Ganz Studio,Ganz,,138,71,67,0,"200,000 .. 500,000",62,0,42,0,0,0,0,0,0
332540,332540,We Slay Monsters,Furiously Inactive Games,Furiously Inactive Games,,70,66,4,0,"0 .. 20,000",0,0,0,0,399,"3,99",399,0,0
334030,334030,Epic Arena,Shadow Masters,Shadow Masters,,292,191,101,0,"100,000 .. 200,000",241,0,474,0,0,0,0,0,0
335890,335890,Nanofights,Quantumfrog,Libredia,,532,288,244,0,"50,000 .. 100,000",178,0,178,0,0,0,0,0,0
337150,337150,Sentinels of the Multiverse,Handelabra Games Inc.,Handelabra Games Inc.,,1415,1268,147,0,"100,000 .. 200,000",1201,0,361,0,999,"9,99",999,0,51
340550,340550,Crunch Time!,David Teruel,David Teruel,,75,38,37,0,"20,000 .. 50,000",120,0,120,0,0,0,0,0,0
340570,340570,WolfWars,Peter Hrdy,Peter Hrdy,,17,10,7,0,"0 .. 20,000",0,0,0,0,299,"2,99",299,0,0
343180,343180,Top Trumps Turbo,"Good Day Games, NYX Digital",Funbox Media Ltd,,213,71,142,0,"0 .. 20,000",96,0,96,0,299,"2,99",299,0,0
345460,345460,War of Omens Card Game,Fifth Column Games,Fifth Column Games,,617,527,90,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,18
347630,347630,16 Bit Arena,16bitarena.com,16bitarena.com,,64,41,23,0,"50,000 .. 100,000",60,0,60,0,0,0,0,0,394
347950,347950,Palace of Cards,Spiele-Palast GmbH,Spiele-Palast GmbH,,176,116,60,0,"20,000 .. 50,000",387,0,400,0,0,0,0,0,20
348360,348360,Doodle God,JoyBits Ltd.,JoyBits Ltd.,,1030,787,243,0,"100,000 .. 200,000",354,0,356,0,1499,"14,99",1499,0,5
348910,348910,Faerie Solitaire Harvest,Subsoap,Puppygames,,173,146,27,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,3
349840,349840,Ancestory,Kajak Games,Kajak Games,,37,21,16,0,"0 .. 20,000",332,0,332,0,1499,"14,99",1499,0,0
350020,350020,The Gate,Spicy Horse Games,Spicy Horse Games,,235,142,93,0,"50,000 .. 100,000",120,0,238,0,0,0,0,0,0
350300,350300,Gang of Four,Days of Wonder,"Days of Wonder, Asmodee Digital",,192,96,96,0,"0 .. 20,000",118,0,214,0,0,0,0,0,0
351090,351090,Regency Solitaire,Grey Alien Games,Grey Alien Games,,646,610,36,0,"20,000 .. 50,000",261,0,344,0,999,"9,99",999,0,11
352740,352740,Princess Battles,Nekomura Games,Nekomura Games,,26,19,7,0,"0 .. 20,000",0,0,0,0,1699,"16,99",1699,0,0
355380,355380,Perfection of Wisdom,14Dimension Enterprise,14Dimension Enterprise,,4,1,3,0,"0 .. 20,000",0,0,0,0,899,"8,99",899,0,0
356130,356130,Heroes of Scene,Icy Donut,Icy Donut,,674,333,341,0,"200,000 .. 500,000",53,0,69,0,0,0,0,0,0
360730,360730,Cards and Castles,Red Team Games,Red Team Games,,746,547,199,0,"100,000 .. 200,000",238,0,357,0,0,0,0,0,7
361130,361130,Card Dungeon,Playtap Games,Playtap Games,,49,30,19,0,"0 .. 20,000",0,0,0,0,599,"5,99",599,0,0
361160,361160,Steamalot: Epoch's Journey,Risen Phoenix Studios,Risen Phoenix Studios,,11,9,2,0,"0 .. 20,000",137,0,137,0,499,"4,99",499,0,0
362350,362350,Boss Monster,Plain Concepts Corp,Plain Concepts Corp,,358,223,135,0,"20,000 .. 50,000",21,0,21,0,0,0,0,0,1
364470,364470,The Elder Scrolls: Legends,"Sparkypants Studios, LLC",Bethesda Softworks,,9983,7404,2579,0,"1,000,000 .. 2,000,000",779,367,144,367,0,0,0,0,357
364640,364640,FreeCell Quest,Legend Studio,Legend Studio,,446,315,131,0,"50,000 .. 100,000",714,0,883,0,999,"9,99",999,0,4
364930,364930,Koi-Koi Japan [Hanafuda playing cards],Zoo Corporation,Zoo Corporation,,1065,992,73,0,"50,000 .. 100,000",472,0,542,0,999,"9,99",999,0,2
365890,365890,Heroes of Normandie,Cat Rabbit,Slitherine Ltd.,,209,150,59,0,"20,000 .. 50,000",370,0,370,0,2999,"29,99",2999,0,1
367820,367820,Decromancer,UNIT9,UNIT9,,14,11,3,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
369990,369990,"Gremlins, Inc.",Charlie Oscar Lima Tango Interactive Entertainment,The Merchant Guild of Rund (Limited),,7125,6023,1102,0,"500,000 .. 1,000,000",1022,0,540,0,1499,"14,99",1499,0,214
376450,376450,Last Days of Old Earth,Auroch Digital,Slitherine Ltd.,,56,34,22,0,"0 .. 20,000",182,0,182,0,2499,"24,99",2499,0,0
376680,376680,Splendor,Days of Wonder,"Days of Wonder, Asmodee Digital",,858,697,161,0,"50,000 .. 100,000",210,0,251,0,999,"9,99",999,0,47
377880,377880,Eternal Destiny,Office 5656,Degica,,222,183,39,0,"20,000 .. 50,000",664,0,664,0,999,"9,99",999,0,2
378720,378720,Thea: The Awakening,MuHa Games,MuHa Games,,3548,3099,449,0,"200,000 .. 500,000",374,0,260,0,1999,"19,99",1999,0,41
379260,379260,Atlantic Quest Solitaire,,familyplay,,16,9,7,0,"0 .. 20,000",258,0,258,0,899,"8,99",899,0,0
379870,379870,Alteil: Horizons,"Apocoplay LLC, Ludeme Games, Coreedge Inc",Apocoplay LLC,,102,48,54,0,"50,000 .. 100,000",151,0,151,0,0,0,0,0,0
381560,381560,Epic Cards Battle(TCG),momoStorm Entertainment,momoStorm Entertainment,,758,385,373,0,"100,000 .. 200,000",2087,0,3086,0,0,0,0,0,2
383960,383960,Machina of the Planet Tree -Planet Ruler-,Denneko Yuugi,Sekai Project,,178,145,33,0,"20,000 .. 50,000",175,0,185,0,1299,"12,99",1299,0,2
384180,384180,Prominence Poker,Pipeworks Studios,Pipeworks Studios,,5821,4965,856,0,"200,000 .. 500,000",431,727,135,727,0,0,0,0,343
388370,388370,Nova Blitz,Dragon Foundry,"Dragon Foundry, Hashbang Games",,161,118,43,0,"20,000 .. 50,000",189,0,189,0,0,0,0,0,0
389400,389400,The chronicles of Emerland. Solitaire.,Rainbow Games,Rainbow Games,,142,109,33,0,"50,000 .. 100,000",219,0,237,0,399,"3,99",399,0,2
391240,391240,Forgotten Lore,Coty Getzelman,Coty Getzelman,,70,46,24,0,"20,000 .. 50,000",153,0,153,0,0,0,0,0,0
392620,392620,Lucadian Chronicles,Dark Roast Entertainment,Dark Roast Entertainment,,28,22,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,1
395890,395890,Lapland Solitaire,Lemon Moose,Nomad Games,,20,16,4,0,"0 .. 20,000",178,0,178,0,0,0,0,0,0
397060,397060,Faeria,Abrakam Entertainment SA,Versus Evil,,6725,5633,1092,0,"500,000 .. 1,000,000",317,0,212,0,1999,"19,99",1999,0,48
397390,397390,Space Food Truck,One Man Left Studios,One Man Left Studios,,258,187,71,0,"20,000 .. 50,000",533,0,815,0,999,"9,99",999,0,5
397420,397420,Hoyle Official Card Games,Webfoot Games,Viva Media,,61,30,31,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,20
399040,399040,Legends of Solitaire: Curse of the Dragons,The Revills Games,The Revills Games,,116,101,15,0,"0 .. 20,000",2677,0,2677,0,499,"4,99",499,0,1
400160,400160,Concrete Jungle,ColePowered Games,ColePowered Games,,563,497,66,0,"100,000 .. 200,000",202,0,202,0,699,"6,99",699,0,1
402310,402310,Overfall,Pera Games,Pera Games,,862,394,468,0,"20,000 .. 50,000",422,0,422,0,499,"4,99",499,0,2
402560,402560,Tabletopia,Tabletopia,Tabletopia,,1475,923,552,0,"200,000 .. 500,000",148,0,26,0,0,0,0,0,39
403120,403120,THE GAME OF LIFE,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,,2006,1499,507,0,"200,000 .. 500,000",174,1,166,1,499,"4,99",499,0,22
404070,404070,Lords of New York,"Lunchtime Studios, LLC","Lunchtime Studios, LLC",,47,26,21,0,"0 .. 20,000",149,0,159,0,0,0,0,0,0
404200,404200,WARTILE,Playwood Project,"Deck13, WhisperGames",,619,482,137,0,"50,000 .. 100,000",4,0,4,0,1999,"19,99",1999,0,1
404770,404770,SUPERFIGHT,Pipeworks Studios,Pipeworks Studios,,373,229,144,0,"100,000 .. 200,000",296,0,346,0,0,0,0,0,1
406290,406290,Twilight Struggle,"Playdek, Inc.","Playdek, Inc.",,2248,1965,283,0,"200,000 .. 500,000",716,0,1245,0,999,"9,99",999,0,105
407060,407060,AltspaceVR,"AltspaceVR, Inc.","AltspaceVR, Inc.",,576,415,161,0,"200,000 .. 500,000",651,0,104,0,0,0,0,0,23
407720,407720,Poker Pretty Girls Battle: Texas Hold'em,Zoo Corporation,Zoo Corporation,,185,90,95,0,"20,000 .. 50,000",194,0,240,0,499,"4,99",499,0,1
408930,408930,ePic Character Generator,Overhead Games,Overhead Games,,951,795,156,0,"200,000 .. 500,000",84,0,94,0,0,0,0,0,1
410380,410380,HEX: Shards of Fate,Hex Entertainment,Hex Entertainment,,1750,1104,646,0,"200,000 .. 500,000",132,0,151,0,0,0,0,0,0
412310,412310,Labyrinth,Free Range Games,Free Range Games,,274,186,88,0,"50,000 .. 100,000",146,0,166,0,0,0,0,0,0
415270,415270,Star Crusade CCG,"ZiMAD, Inc.","ZiMAD, Inc.",,1877,1519,358,0,"100,000 .. 200,000",503,0,669,0,0,0,0,0,0
415300,415300,Monster Monpiece,"COMPILE HEART, IDEA FACTORY",Idea Factory International,,364,268,96,0,"50,000 .. 100,000",464,0,612,0,999,"9,99",999,0,1
418110,418110,March of War: FaceOff - XL,ISOTX,ISOTX,,161,116,45,0,"50,000 .. 100,000",17,0,17,0,0,0,0,0,0
426560,426560,Full Tilt Poker,Rational Social Projects Limited,Rational Social Projects Limited,,90,41,49,0,"50,000 .. 100,000",179,0,179,0,0,0,0,0,0
427050,427050,Siege - the card game,SIA Next Level,SIA Next Level,,13,8,5,0,"0 .. 20,000",227,0,227,0,499,"4,99",499,0,0
427490,427490,Shadowhand: RPG Card Game,Grey Alien Games,Positech Games,,663,554,109,0,"0 .. 20,000",162,0,162,0,1499,"14,99",1499,0,5
428510,428510,Solitaire Christmas. Match 2 Cards,Creobit,8Floor,,96,69,27,0,"50,000 .. 100,000",515,0,516,0,499,"4,99",499,0,3
428610,428610,Longsword - Tabletop Tactics,Zero Sum Games,Size Five Games,,135,75,60,0,"0 .. 20,000",101,0,188,0,0,0,0,0,0
429390,429390,XenoShyft,Cool Mini or Not,Asmodee Digital,,99,69,30,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
429540,429540,Prime World: Defenders 2,Nival,Nival,,1890,1503,387,0,"200,000 .. 500,000",382,0,592,0,0,0,0,0,48
429680,429680,Spellweaver,Dream Reactor,Dream Reactor,,1331,992,339,0,"200,000 .. 500,000",325,0,265,0,0,0,0,0,3
430930,430930,Z. Year One,Downward Viral,Downward Viral,,41,30,11,0,"0 .. 20,000",0,0,0,0,1499,"14,99",1499,0,0
431680,431680,Nuts!: The Battle of the Bulge,HexWar Games,HexWar Games,,45,18,27,0,"0 .. 20,000",237,0,237,0,999,"9,99",999,0,0
432190,432190,Chef Solitaire: USA,The Revills Games,The Revills Games,,142,126,16,0,"20,000 .. 50,000",366,0,366,0,299,"2,99",299,0,3
433840,433840,Trulon: The Shadow Engine,Kyy Games,Headup Games,,78,53,25,0,"0 .. 20,000",257,0,257,0,1999,"19,99",1999,0,0
434680,434680,Lamia's Game Room,Digital Crafter,"Digital Crafter, Light of Creators",,201,127,74,0,"20,000 .. 50,000",269,0,269,0,99,"0,99",99,0,0
435260,435260,Planet Stronghold: Colonial Defense,Winter Wolves,Winter Wolves,,35,29,6,0,"0 .. 20,000",0,0,0,0,1999,"19,99",1999,0,0
436140,436140,Empire of the Gods,Lonely Troops,Lonely Troops,,60,42,18,0,"50,000 .. 100,000",184,0,184,0,199,"1,99",199,0,0
436150,436150,Governor of Poker 3,"Azerion, YoudaGames","Azerion, Youda Games Holding B.V.",,9793,6893,2900,0,"500,000 .. 1,000,000",456,3,138,3,0,0,0,0,1295
436290,436290,Children of Zodiarcs,Cardboard Utopia,Square Enix,,482,344,138,0,"20,000 .. 50,000",171,0,171,0,1799,"17,99",1799,0,1
438140,438140,Star Realms,Wise Wizard Games,Wise Wizard Games,,1535,1324,211,0,"200,000 .. 500,000",254,0,148,0,0,0,0,0,91
438920,438920,Legends of Callasia,Boomzap Inc,Boomzap Inc,,268,207,61,0,"50,000 .. 100,000",168,0,168,0,999,"9,99",999,0,1
443880,443880,Loot Rascals,Hollow Ponds,Hollow Ponds,,193,134,59,0,"20,000 .. 50,000",190,0,214,0,999,"9,99",999,0,1
446540,446540,Smash Up,Nomad Games,Nomad Games,,222,132,90,0,"20,000 .. 50,000",0,0,0,0,699,"6,99",699,0,3
446990,446990,The Huntsman: Winter's Curse,Desert Owl Games LLC,Desert Owl Games LLC,,283,206,77,0,"100,000 .. 200,000",55,0,69,0,0,0,0,0,0
448310,448310,Bitardia Cards: Memes of 2ch,varlamov5264,varlamov5264,,191,142,49,0,"20,000 .. 50,000",98,0,179,0,0,0,0,0,0
449960,449960,Book of Demons,Thing Trunk,Thing Trunk,,11344,9094,2250,0,"500,000 .. 1,000,000",428,0,289,0,2499,"24,99",2499,0,26
452230,452230,Spellstone,Synapse Games,Kongregate,,397,253,144,0,"100,000 .. 200,000",232,0,450,0,0,0,0,0,14
453480,453480,Shadowverse CCG,"Cygames, Inc.","Cygames, Inc., Cygames Korea Inc.",,12977,9796,3181,0,"1,000,000 .. 2,000,000",8813,460,352,361,0,0,0,0,7234
453770,453770,Forgotten Tales: Day of the Dead,Green Sauce Games,Green Sauce Games,,50,35,15,0,"0 .. 20,000",364,0,364,0,999,"9,99",999,0,0
455020,455020,Jackpot Poker by PokerStars,PokerStars Mobile Limited,PokerStars Mobile Limited,,360,184,176,0,"100,000 .. 200,000",72,0,117,0,0,0,0,0,0
455200,455200,The Battle for Sector 219,Large Visible Machine,"Large Visible Machine, Your Move Games",,36,18,18,0,"20,000 .. 50,000",211,0,211,0,699,"6,99",699,0,0
456670,456670,Hand of Fate 2,Defiant Development,Defiant Development,,5046,4320,726,0,"200,000 .. 500,000",527,0,394,0,2999,"29,99",2999,0,36
458410,458410,Cabals: Magic & Battle Cards,Kyy Games,Kyy Games,,61,39,22,0,"20,000 .. 50,000",178,0,178,0,0,0,0,0,0
459540,459540,Cherry Tree High Girls' Fight,773,Sekai Project,,56,41,15,0,"0 .. 20,000",0,0,0,0,1299,"12,99",1299,0,0
461490,461490,Kaboom Monsters,Broken Arms Games,Broken Arms Games ,,116,64,52,0,"20,000 .. 50,000",470,0,482,0,299,"2,99",299,0,0
461910,461910,Forge of Gods (RPG),Panoramik Inc,Panoramik Inc,,2692,2031,661,0,"500,000 .. 1,000,000",3158,0,151,0,0,0,0,0,1
463980,463980,Solitairica,Righteous Hammer Games,Righteous Hammer Games,,381,304,77,0,"50,000 .. 100,000",575,0,996,0,999,"9,99",999,0,11
465710,465710,Heroes Tactics,Camex Games,Camex Games,,260,160,100,0,"50,000 .. 100,000",88,0,88,0,0,0,0,0,0
468250,468250,Warfare Online,Con Artist Games,Con Artist Games,,1025,690,335,0,"200,000 .. 500,000",60,0,58,0,0,0,0,0,0
469800,469800,Evolution Board Game,North Star Digital Studios,North Star Games,,339,291,48,0,"20,000 .. 50,000",56,0,56,0,1499,"14,99",1499,0,4
469830,469830,Fable Fortune,"Mediatonic, Flaming Fowl Studios",Mediatonic,,546,382,164,0,"100,000 .. 200,000",491,0,678,0,0,0,0,0,0
470220,470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,,39997,29409,10588,0,"2,000,000 .. 5,000,000",270,34,188,41,999,"9,99",999,0,486
472060,472060,Ortus Regni,Jon Sudbury Games,Jon Sudbury Games,,174,146,28,0,"50,000 .. 100,000",94,0,188,0,0,0,0,0,0
474750,474750,Reigns,Nerial,Devolver Digital,,7269,6409,860,0,"200,000 .. 500,000",197,68,141,68,299,"2,99",299,0,21
476420,476420,Heart of Crown PC,"illuCalab, FLIPFLOPs, Japanime Digital","Culture Select, MangaGamer",,514,415,99,0,"20,000 .. 50,000",75,0,146,0,2499,"24,99",2499,0,7
478980,478980,Mansions of Madness,Fantasy Flight Games,Fantasy Flight Games,,844,779,65,0,"200,000 .. 500,000",521,0,608,0,0,0,0,0,27
480640,480640,Pathfinder Adventures,Obsidian Entertainment,Asmodee Digital,,698,443,255,0,"100,000 .. 200,000",1462,24,2187,24,999,"9,99",999,0,5
480650,480650,Yu-Gi-Oh! Legacy of the Duelist,Other Ocean Interactive,"Konami Digital Entertainment, Inc.",,4224,3579,645,0,"200,000 .. 500,000",1365,0,1426,0,1999,"19,99",1999,0,110
481180,481180,System Crash,Rogue Moon Studios,Rogue Moon Studios,,268,221,47,0,"0 .. 20,000",430,0,430,0,1499,"14,99",1499,0,1
485000,485000,Cthulhu Realms,Wise Wizard Games,Wise Wizard Games,,204,147,57,0,"50,000 .. 100,000",75,0,116,0,0,0,0,0,3
485620,485620,Pick a Hero,vikingfabian.com,vikingfabian.com,,44,31,13,0,"0 .. 20,000",211,0,211,0,0,0,0,0,0
486640,486640,Cheaters Blackjack 21,BlackOpzFX,BlackOpzFX Labs,,26,10,16,0,"0 .. 20,000",181,0,181,0,399,"3,99",399,0,0
486850,486850,Card of spirits,RMking,RMking,,94,72,22,0,"20,000 .. 50,000",120,0,120,0,99,"0,99",99,0,0
488910,488910,Astral Heroes,Apus Software,Apus Software,,297,205,92,0,"50,000 .. 100,000",221,0,254,0,0,0,0,0,7
489520,489520,Minion Masters,BetaDwarf,BetaDwarf,,58080,53053,5027,0,"5,000,000 .. 10,000,000",2749,220,165,233,0,0,0,0,836
490220,490220,Prismata,Lunarch Studios,Lunarch Studios,,1112,919,193,0,"1,000,000 .. 2,000,000",7419,0,435,0,0,0,0,0,7
490950,490950,Frost,Jérôme Bodin,Le Studio des Ténèbres,,134,121,13,0,"0 .. 20,000",293,0,293,0,699,"6,99",699,0,1
493080,493080,Card Quest,WinterSpring Games,Plug In Digital,,275,243,32,0,"0 .. 20,000",264,0,264,0,999,"9,99",999,0,6
494220,494220,Blight of the Immortals,Iron Helmet Games,Iron Helmet Games,,56,37,19,0,"0 .. 20,000",178,0,178,0,0,0,0,0,0
496340,496340,Fighting Fantasy Legends,Nomad Games,Nomad Games,,162,106,56,0,"20,000 .. 50,000",314,0,314,0,699,"6,99",699,0,0
496620,496620,Monster Slayers,Nerdook Productions,Digerati,,1099,881,218,0,"100,000 .. 200,000",465,0,644,0,899,"8,99",899,0,14
499940,499940,Ascension VR,Temple Gates Games,Temple Gates Games,,23,15,8,0,"0 .. 20,000",0,0,0,0,999,"9,99",999,0,0
